venue_xref_id,concept,city,country,start_of_day_offset
ec6e1aa453ff12a2c225132e1ac6750d615a470eb7ddfc45ff900394d00b8c77,FAST_CASUAL,Baltimore,US,00:00:00
bd3a797ba948938978965781bd341bc0fc7711ed00e513b9c63a61cf3d916562,,Appleton,US,00:00:00
6caf8cb7c55f641e46a0f76df6c79624a9b209d3a1199fcdf7df54c92ae02762,BAR,Albany,US,05:00:00
ae1dd2727a6b6d30efb2f57c49fb5c43e0485ef637ba1f6622a55a63d53ed04b,FAMILY_DINING,Miami,US,00:00:00
cde098ff8c7e6d21c493c8dac024970e3386ed66893884697e597c0fafb21bd6,CAFE,Brocton,US,00:00:00
14bf92e800e28664afb119b820f9a85eea7dc69a73864d775151ea39f46d13fe,,Sarnia,CA,00:00:00
62c2d270dcca08d1e00210d694052fa76d3f8fb71204e6969cfe92507086056a,FAMILY_DINING,Toronto,CA,08:00:00
3ed351f4777afe1fd9adc73eb76675df659f329d60ee17f321a17fb921b95a42,FINE_DINING,Winnipeg,CA,04:00:00
22cf568a5f78e216780a33aadd90dacf6b89c9b1a8c84ede8716bd0fb964b86e,FAMILY_DINING,Union city,US,04:00:00
ace0a2197f2949398bf3d2cbb4dfebf502be41a07ad2ab25ae63c3e413602c98,CAFE,Squamish,CA,06:00:00
943eef77417d1d33c34b3b1a2f370f2f34f24f1a563e65df79d62522a0af05e5,FAMILY_DINING,Calgary,CA,08:00:00
1299981a055daac16c6b841489a247d8c33f9b75750bc7f1d533cdbf897227e1,,Vancouver,CA,06:00:00
2b24b9711245ac59cb0286deb9176dc9c42ba32fcdab9fe87f8d2ad6cead1e3b,FINE_DINING,Honolulu,US,00:00:00
91432e21b155fc8f129ad8eb860f0bc3672256dea4aaf4af38d5af27ad259f6a,FAMILY_DINING,Denver,US,05:00:00
89d86c0063f854ab51178b3717229060622ecdf163c5d5f2b407f3fcf7f0bdb6,FAMILY_DINING,Sacramento,US,00:00:00
b3b130b344c28e52c7bd5347314547502cb39fec8ea539a78087539c236c6501,,LAKEFIELD,CA,07:00:00
e2b18f3d6877ebde43de4a146a4568d5933b7d399476f5a736dfd159f1d7ecf0,,YADKINVILLE,US,00:00:00
6e46a3a70de9d3b32f8bcb0dc76c1c433d2c9898217f3610a298986143078e89,CAFE,Valencia,US,01:00:00
5d128f81bd46b3a255b0504afec4530fd4c635dcf6b51e832669993260f6d93f,FAMILY_DINING,Scarborough ,CA,00:00:00
183da1e1ddb79076ae7a110ca02b852ade4c6b49375e58c9e1c09dc60bb74b9d,BREWERY,Ottawa,CA,05:00:00
8869350b3634c41b5740e593d1741295d4723cf690c9fd52f0480405ee326249,FAMILY_DINING,Newmarket,CA,00:00:00
d6840e8b800326e509cc7101f06a5167f95bf64ad4f0defa626dd456958fdc5a,FAMILY_DINING,Vancouver,CA,04:00:00
6129bdf179bacd2c2b006843113f7ae74881dd2e28d922c673bc4ae2c09bee6e,CAFE,Orleans,CA,00:00:00
0ea26e5ccd38c276c5b189bd9e539cec0a6f0a513d2aaca7d5ca2338ebc1299c,FAST_CASUAL,Toronto,CA,00:00:00
297e5ba93c5c9d5a048fd8d7eee0ec721863896b8f4a28eb7298423b62526fa6,CAFE,Greenville,US,06:00:00
c1ec950188c8ac8af5a50d2da0c8837f644d41e2562d004ed643482179d003c2,,St John's,CA,00:00:00
aae0452ccc41ed5a6f6fc09bd6c31bc878cdc5fe2b26ae8be24e48d366d78961,CAFE,Abbotsford,CA,00:00:00
85bdd001f66b261f00283ef30f2d08a18a11ed5443c0587bd7965cf587fa56d4,FAMILY_DINING,Kitchener,CA,12:00:00
1d6440710c1b779b72051eb167425ba37b12f49e4c7dcb4252d1b564b1ec4eda,FAMILY_DINING,Rockledge,US,00:00:00
07d8a45862d696d1d7b87540583ac873ef41de82bd1753452c3256e4cccd8d8a,,Chester,US,06:00:00
3ef4ba73834a4409affdc4f09899d57af3f9c201946d624705e5753bd88d3e89,CAFE,Toronto,CA,00:00:00
5997714e9b8d5d88a866bad4cecc5b2febe3be78f9dff2d26f8aacb18e0fbf62,FAMILY_DINING,Memphis,US,08:00:00
338757053ba52d0909c206752f421ab66b57722419c7ca9b3b667fd9dadaa1f8,,Vancouver,CA,00:00:00
363e3940d72f5a94e40292d03f033e85163558ec26079f9984d34eafae7fd36c,BAR,North Vancouver,CA,00:00:00
4b7385013e6fc7a205745718d4d7e1a5ed88537be78e321da990ee59d0ca714f,,Portola ,US,00:00:00
a3959d8b466e312771b27c80f05abd9b2b81d51d41116b802876d01c76e7e428,FAMILY_DINING,Hamilton,CA,00:00:00
b575e08871df5fe6e929764968b5d2b75c7af42879435b4216dfe001fd5e7c9f,BREWERY,Toronto ,CA,02:00:00
7ff32846abcb16c4868f160ac40e501e190296e73a31f5feedab8adbda6bdcae,FAST_CASUAL,Toronto,CA,00:00:00
f67872be29ccbe1cb925b15a68e6e8acecb203525451f510e0f016606077df9b,,Concord  ,US,00:00:00
3a7dfd93546738814daffbf4927e2bbe9828da9681c1a0b5fbd9d7ca0da16591,BAR,Bulls Gap,US,10:00:00
53d12500a86cfea2408d0e934282ce771aa2d991c4b900b4de5ac527d6fd9a22,FAMILY_DINING,Toronto,CA,09:00:00
fdef70125673de3cbfb1ecf4e4f32932fb8ff7cdaad9bd6198d8b839c75963d5,BREWERY,Madison,US,00:00:00
ae8c1d7f5c2c57ffeaf243c37c38d0ef9206c2e2fc3c932a820290190b0c2aa9,FAMILY_DINING,Allentown,US,00:00:00
39e5b4830d4d9c14db7368a95b65d5463ea3d09520373723430c03a5a453b5df,,Collingwood,CA,00:00:00
f30b0908dff1dcd9b0134998b4e0a4ebd8e1e77d2e4499ea87f87d79851ae70f,,Kingsville,CA,12:00:00
bdbf14e67ecc3392c522fe4ff7bc2f50acfecbcb3b69fbbb6a6d79222ee0dc30,FAST_CASUAL,Delta,CA,10:00:00
994026caa8e3aea3acb64e33b8709941d9438e64403236a93b3fe38d60a9bd95,BAR,Fort Myers,US,06:00:00
ac69788092457fe04dfc23d425de0c8de3ab96cd18a73554ce036a3e5160a088,FAMILY_DINING,Friendswood,US,00:00:00
5d4097c55aaef1d3a077e2ccea63cdda734e0ebbd185cf6cf82986cea64ea3e7,FAMILY_DINING,Ottawa,CA,06:00:00
ec2163be05eab497abf7af5e82c9b48a7182800bf838dda822803cb43a0de394,,Port Stanley ,CA,00:00:00
9620947fc4cbb7fd0e979de3c668826c05525d5b759c4eb3e45a44a3c869b47e,,Walker,US,00:00:00
e324c90d6c7dda4a70226cb416919c0206ecb22472195aab9877612130fef7d0,FAST_FOOD,Crested Butte,US,00:00:00
33a6fac78331382c568cfa689dfae1b85c09bbc39471cc5dbaec97adcf6f6e62,FAMILY_DINING,Toronto,CA,07:00:00
5a026936ecb80476cc027f08fd21a0f7d8d85748b4a53a9918704072c1edec8c,BAR,Toronto,CA,03:00:00
9742a0ded6fab3dff7a470f0696b0c008ab0a3f62376b371b1a5afee20edfca3,FAMILY_DINING,Calgary,CA,00:00:00
2304012321726332c3d469c85817d89fc58b5f43d2967b01fe72a397caf6d941,CAFE,Toronto,CA,00:00:00
d5fb273be4888257818c1868b7a0592a117bbdc080ca768f539a39ee72432063,CAFE,Ottawa,CA,00:00:00
3e900baa133d4e8706529f207d5e52de95bd06d955f702b2427d765de241cfdb,FAMILY_DINING,Canmore,CA,00:00:00
31c36b70710b4dccb2a8ce07f7c0d22ce6765f21d4a1c8a8a71fccf98f1b4944,BAR,Milwaukee,US,05:00:00
ed2334f2e10c5b0e7462bcc92ed2681ffd2ce9128c88d3af9ab32cef3ef4f4a8,BREWERY,Kingsville,CA,06:00:00
2ce5ace8d8660ef2b730b0fdbcef24bcd907d43b649ebca78acdb838f51e438d,FINE_DINING,Carrollton,US,03:00:00
b8d158698b794c999ae04f97249e8ecb61537e8c181a74e7ad371c8672000741,BAR,Comox,CA,00:00:00
92128c7fc22f3f685e9914450a0bd855e258aafff9351663260b080a4a7c5188,BAR,Toronto,CA,07:00:00
e046b4c797ed0e2e1ec1b7ea91ad100019b06ddeccda2e037d91415e5935d6b6,BAR,Vancouver,CA,04:00:00
5a13d086b7b675bd1be257007ad58f8482cab5347c429fba2b797375fb14a097,FAMILY_DINING,Halifax,CA,00:00:00
6a3d7906afb88deddbeb44680040e3eb8ec30d2ef9b511675ebe1b4a64bf4ef6,FAMILY_DINING,Vancouver,CA,03:00:00
2a1ff30ab693f59dea389a4b12b3de2a14bcbd09aa65e3397fb1c1fbd98e75c0,BAR,Vancouver,CA,00:00:00
6e89691217b6cd049251a49636b723cde3fa9edeebc2c543a41bf5a79ae85fb8,FAST_CASUAL,McAlisterville,US,00:00:00
308923049aaf214461c178e873cf9ccc25b99f5f89949f3b034664a4c69b7a23,FINE_DINING,Toronto,CA,00:00:00
44db8cad37cf725f17c78aab1e6d978cce25cc231295b385566c142d26e65cb2,, Toronto,CA,00:00:00
a4932a8303f0c13b8d8288f55996b4cb98fb674efc28f48a7d41b8b9aa0a56f5,FAMILY_DINING,McAlester,US,00:00:00
b999777a3ec2dde06bb51fdffb9f2f3f94f2e08a56c5da73c73ec8825fec8487,,Leamington,CA,00:00:00
589fbccae37ef8aa18c61122f27d095233e12ae22a42cbf763622641c72f3e11,BAR,Toronto,CA,02:00:00
9f655dae6190e1ed1a56b54f03cbeb2d3f9d7b52c1e1decfb24c870a5fe0d9fd,BAKERY,Saskatoon,CA,00:00:00
44f1515bc7bef5fb95b9b62464a6b26b11855cf0615b7c90f25d4a55745f0e93,FAMILY_DINING,Rubicon,US,03:00:00
ea7daea6675b0bc64f475bceeb74b6f6e35908dc2e0d230cd432b01f03b95c84,BAR,Kingston,CA,00:00:00
8322608869c4c99a4886cb2844078a122f8927536a36ce2a8e7c78e98289554f,BAR,Birmingham,US,00:00:00
b6e34c6a61b87ddb4dfab53a0a85ef12fbcc897144b092a78b2e5947c4c6500c,,Green Bay,US,00:00:00
5e8a21ead84851c212c2cae58849de4d37bc0babfcab05ceff51350412eb3e94,CAFE,Banff,CA,06:00:00
38da7bd6551563ffebdacad2d81b685074c119ad0319b02f694af1918bbdebdd,FAMILY_DINING,POCATELLO,US,00:00:00
9ca29cfbf6593bf67877a24777ce23522cee2d6725841c6c0f888adf654777e9,FAMILY_DINING,Prineville,US,00:00:00
ddde25c8e94147e31ff0e879ecdef9b8266d4a419a60b60b4c4f3a64ff5c7953,BAR,Monson,US,00:00:00
8abab7f252b49983000c6a9348346ca6bf895046dfe1bb2d3a6d72be7946ae04,BAR,Vancouver,CA,04:00:00
f3e7b94dbde722df47cc3bb1a5615068cea42dc1994a91ce92317f5d1fb8b3d6,CAFE,Santa Ysabel,US,00:00:00
fb52d88ef7fbd6d317cec77f6e2172795f4d24a13980cfb30136c30d51fd6503,FAMILY_DINING,Fremont,US,00:00:00
8c871599bb734639c82c0e371081e11a9b43151aa84080eeda0798f97a8725df,CAFE,Rocky View,CA,00:00:00
662ac33770aa9c07d14e115215a8ebe7db3bda451b5c335c686d8464254a071e,BREWERY,Muscatine,US,00:00:00
d3fcc612ec127ef89f085715aef1172335c54bf0f460d00ac2d80abaebc3be9f,,TORONTO,CA,00:00:00
57237dec5af3b6979e6c80020bbcc28940c4eae86ce4922f98a51245ad87936c,FAST_CASUAL,Lafayette Township,US,07:00:00
5ab38367bcd015633e48892867b5630cffd1ae7e23e9ca5ffb035801ebb689dc,BAKERY,Santa Ana,US,07:00:00
d8951a06ba8b83a4e41a60f7472d7976410bce4201ba989363bc7ae5c71522c3,FAMILY_DINING,Bow Island,CA,00:00:00
8f6baa5f97c49363f4a95d3df55b9f13c9ae621fe609a2d73f9e6fd09861f3f0,,Sault Ste Marie,CA,00:00:00
2bb5638f2abfa44ea24bc40648b9a27a59f5c8f1d91fdc52e8f6cb910c2ce585,,Somerville ,US,00:00:00
580c6e1007abefb3a040ba257f5ad6413f4a6f6ff3de24349e965c46bc411820,FAST_CASUAL,Canton,US,00:00:00
603824d7cd0e2df824684ae97f4d7c8b6efe25298dcd1f86947560a1ccebd7a5,FAMILY_DINING,Portsmouth,US,00:00:00
4f6a09e71af5d1d0770427eee521ce787f906371bde295b77b9f8b4b112ffb98,FAMILY_DINING,Southgate,CA,00:00:00
831034c260026ce1ed5e6097e53b64b3fe337767d625f88bcb485042b49158b5,FAST_CASUAL,Grand Rapids,US,00:00:00
ce3072e1db186872ba49bc535808549807ea43d13eea8b9bd2d60fbc7aa30bd6,BAKERY,Whitchurch-Stoufville,CA,00:00:00
8c2fbd848770207603a98cac1d7d6b8a4e632fff370804a5374fe4d7dd018c02,BAR,Rome,US,08:00:00
9e73e5c860fb60aaaa9cf633ba94dff483b6c90206e89d034d1f39fbed282bfa,FAMILY_DINING,Calgary,CA,07:00:00
42f9b29fc9ded7f209be93cba41706e3a99cc77c0d6d88689299ece4d3d4a72e,CAFE,Old Orchard Beach,US,00:00:00
950ed53de307960251af3e387e595945da87494d2d2edf58b103f58f4ccfef78,FAST_FOOD,Halifax,CA,00:00:00
6d16bc5d6940f9ee52eabba7216003f7aeb4e60277527da5e4bc770110c11138,FAST_CASUAL,Berryville,US,00:00:00
3d88429932ded020d0982da1d6dfe3014d6101105493e99eac0c8b2da668995a,CAFE,Toronto,CA,07:00:00
a06d4d440ba33ef1b053269761468037628424f5cf2ccf3a2004463c94fadac1,,West Bend,US,00:00:00
a7de7d703442f619ab305b7752fd215d85b28bad1dba9f01715d38fec9ce0efb,,Toronto,CA,00:00:00
0007256972781977cbceab0e2cbdc57e20512a6f2975296852029da5bc8aad30,FAMILY_DINING,Baker City,US,00:00:00
4c0bc5f6bf2386a758dbf37fe805120a1c51be229565c23e5234af406973ed59,BAKERY,Syracuse,US,00:00:00
ddbc4324fffc68290435cf7222b3f04763c42604912b7416901e592addb79d64,FAMILY_DINING,Edmonton,CA,00:00:00
0fa55212fd59b0b903041c10f2733a1b3797b3c4a735dad6f2645d30a1b9e2cb,,Clearwater ,CA,00:00:00
736bef5acb2dfbe65399a48cf86bdae63589e305bf193eb6ad72520a6926602d,BAR,Weyauwega ,US,10:00:00
fcd028c291c11b3c72fa0d4b2ca7a6ed77e99e67bc160427c6147f8a327024e8,FAST_CASUAL,Killeen,US,00:00:00
425813be0b5c394e3238616c968ada6d588dcce2d875b2f352482ed2eee0c288,FAMILY_DINING,Toronto,CA,07:00:00
8e38b312067e9e0c37b91e155110ae05a42f34637cf5023c1d50755bf3dfe359,FAMILY_DINING,Scarborough,CA,00:00:00
632063c346da3670d936f89f2008a7f635ae7aa29a7d8c08c29dbd9352aad1cb,BUFFET,Mississauga,CA,00:00:00
ebbfc466c757c27900687940d725257dec163a9df8fc1470c0b19223b147af22,,Frankenmuth,US,00:00:00
0f0146abbb4c1428b6aab26b439773e957905d4d98fb0d4a135497a9c11326ad,FAMILY_DINING,Snyder,US,00:00:00
28aba8137d93763f7f1c1c2d35810640fae7b83519237d5cb23b4c608ceedc7e,BREWERY,Sydney,CA,04:00:00
cbe8185d766c12f3cd3e05c20a277e812de9f10b6a9efd43c686b6fce07bf8d7,BAR,Toronto,CA,00:00:00
128e64f2e29c1567bd802f9e7c9cb55c5d4abaf8db9f1c2cc44950b2b7073205,FAMILY_DINING,Greensburg,US,06:00:00
20902e4c5c647fe27528befecbf6a04d94bb3ca0a606254c32d47d1a640f38cc,,San Jose,US,00:00:00
119ed97091a9bfe4aa93c24659abd6024fe0278303ebe26fcf827530044c18d0,BAR,Toronto,CA,00:00:00
7994a0070873c38490e759e088bd5e61368b637db4e257e198711e7fa810fdf2,FAMILY_DINING,Vancouver,CA,04:00:00
